name,gender
ناهید,female
ناهیرا,male
نایب,male
نایریكا,female
نائله,female
نائیریكا,female
نبات,female
نبرزین,male
نبوت,male
نبی,male
نجات,male
نجات الله,male
نجف,male
نجلا,female
نجم,female
نجم الدین,male
نجمه,female
نجوا,female
نجیب,male
نجیب الدین,male
نجیبه,female
نخستین,female
ندا,female
ندیم,male
ندیمه,female
نرجس,female
نرجس,female
نرجس خاتون,female
نرداگشسپ,male
نرسا,female
نرسی,male
نرگس,female
نرمین,female
نریمان,male
نزهت,both
نسا,female
نساك,female
نستار,male
نستر,female
نسترن,female
نستود,male
نستوه,male
نستهین,male
نسرین,female
نسرین مهر,female
نسرین نوش,female
نسیبه,female
نسیم,female
نشاط,male
نشمیل,female
نشواد,male
نصر,male
نصرالدین,male
نصرالله,male
نصرت,both
نصرت الله,male
نصیبه,female
نصیر,male
نصیرا,male
نصیرالدین,male
نضیر,male
نظاره,female
نظام,male
نظام الدین,male
نظام الملك,male
نظرعلی,male
نعمان,male
نعمت,male
نعمت الله,male
نعنا,female
نعناع,female
نعیم,male
نعیم الدین,male
نعیما,male
نغمه,female
نفس,both
نفیسا,female
نفیسه,female
نقدعلی,male
نقره,female
نقی,male
نكوزاد,female
نكویار,female
نكهت,female
نكیسا,both
نگار,female
نگارا,female
نگاربسته,female
نگارشید,female
نگاره,female
نگارین,female
نگاه,female
نگین,female
نگینا,female
نگینه,female
نمایان,male
نوا,both
نواآفرین,female
نواب,male
نوازش,female
نوال,female
نوباوه,female
نوبخت,male
نوبر,female
نوبهار,both
نوتاش,male
نوتریكا,male
نوح,male
نوذر,male
نور,female
نورا,female
نورافشان,female
نورالدین,male
نورالله,male
نوران,female
نوراهان,male
نورآفرین,female
نورسته,female
نوروز,male
نورهان,male
نوری,both
نورین,female
نوریه,female
نوژان,female
نوش,male
نوش آذر,male
نوش آفرید,female
نوش آگین,female
نوش لب,female
نوشا,female
نوشاب,male
نوشابه,female
نوشاد,female
نوشان,female
نوشزاد,both
نوشناز,female
نوشه,female
نوشی,male
نوشیار,male
نوشید,female
نوشیروان,male
نوشین,female
نوشین لب,female
نوشینه,female
نوگل,female
نونا,female
نونهال,female
نویان,male
نوید,male
نوین,male
نهاد,male
نهال,female
نهام,male
نهضت,female
نیاتور,male
نیاز,female
نیاسا,both
نیاسان,male
نیاطوس,male
نیاك,male
نیالا,female
نیان,female
نیاوش,male
نیاوند,male
نیایش,female
نیتا,female
نیر,female
نیرمان,both
نیروانا,female
نیره,female
نیسا,female
نیسان,male
نیشا,female
نیشام,both
نیك,male
نیك اختر,female
نیك آفرید,female
نیك آفرین,female
نیك پی,male
نیك تاج,female
نیك تاش,female
نیك رای,male
نیك رخسار,female
نیك مهر,female
نیكا,both
نیكان,male
نیكاو,male
نیكتا,female
نیكچهر,female
نیكچهره,female
نیكدخت,female
نیكدل,male
نیكرخ,female
نیكروز,male
نیكروی,female
نیكزاد,male
نیكناز,female
نیكنام,male
نیكو,both
نیكو لقا,female
نیكوكار,male
نیكی,both
نیلا,female
نیلاب,female
نیلرام,female
نیلگون,female
نیلوفر,female
نیلیا,female
نیما,male
نیمتاج,female
نینا,female
نیو,male
نیوان,both
نیواندخت,female
نیوتش,male
نیوتیش,male
نیوزاد,male
نیوزار,male
نیوشا,both
نیوشه,female
نیووند,female
نیهاد,male
وَرَهرام,male
وَرد,female
وَسپار,male
وَسنه,male
وَلخش,male
وَهمنش,male
وُهومن,male
واپسین,female
واته,male
واتیار,male
واج,female
واجد,male
واحد,male
وادا,male
وادان,male
وادگان,male
وادی,female
وادیار,male
واران,male
وارتان,male
وارتوش,female
واردان,male
وارسته,both
وارش,male
وارونا,male
واژه,female
واسپور,male
واسپوهر,male
واصف,male
وافی,male
والا,male
واله,female
والی,male
والیه,female
وامق,male
وانان,male
وانتیار,male
وانوش,female
وانوشه,female
وانیار,female
واهب,male
وتار,male
وثوق,male
وجاسب,male
وجیه الله,male
وجیهه,female
وچان,female
وحدانه,female
وحدت,male
وحید,male
وحیدالدین,male
وحیده,female
وخش,male
وخش داد,male
وخشور,male
ودا,female
ودود,male
ودیع,male
وراز,male
ورازبنده,male
ورازپیروز,male
ورازتیرداد,male
ورازمهر,male
ورازنرسی,male
ورتا,female
ورتاج,female
ورجا,female
ورجاوند,male
وردانشاه,male
وردآور,female
وردی,female
وردین,male
ورزا,male
ورزاك,male
ورزان,male
ورزگمهر,male
ورزم,male
ورزمیار,male
ورزیار,male
ورزیر,male
ورساز,male
ورشاد,male
ورشان,female
ورشنگ,male
ورقا,female
ورگر,male
ورگیر,male
ورونیكا,male
وریا,male
وریشه,female
وژاسپ,male
وساك,male
وسپور,male
وسپوهر,male
وستا,both
وستوی,male
وستهم,male
وسمه,female
وسیم,female
وسیمه,female
وش,female
وشان,female
وشمگیر,male
وشن,female
وصال,both
وفا,both
وفا اندیش,male
وفادار,male
وقار,male
ولا,male
ولام,male
ولان,female
ولگا,female
ولی,male
ولی الله,male
ولید,male
ولیداد,male
وناز,female
وندا,both
ونداد,male
ونن,male
ونوس,female
ونوش,female
ونوشه,female
ونون,male
وه آفرید,female
وه آفرین,female
وه پناه,male
وه نوش,female
وه وران,male
وهاب,male
وهار,female
وهامان,male
وهان,female
وهب,male
وهبرز,male
وهرام,male
وهرام شاپور,male
وهرام گشسب,male
وهرو,female
وهزاد,male
وهسود,male
وهشاپور,male
وهشتیه,female
وهمن,male
وهمهر,male
وهنیا,male
وهوگون,female
ویارش,male
ویان,female
ویانا,female
ویدا,female
ویرا,both
ویراب,male
ویرو,female
ویریا,male
ویس,both
ویسپار,male
ویسپرد,male
ویستا,female
ویستور,male
ویستهم,male
ویسه,male
ویشتاسب,male
ویشكا,female
ویكتور,both
ویگن,male
وینا,female
ویناسب,male
ویو,male
ویوات,female
ویوان,male
ویوگ,female
ویولا,female
ویونا,female
ویهان,male
هَخامنش,male
هَردار,male
هَژیر,male
هُرمز,male
هُزوارش,male
هُژبر,male
هُووی,female
هابیل,male
هاتف,male
هاجر,female
هادان,male
هادی,male
هارا,female
هارپارك,male
هارپاك,male
هارون,male
هاشم,male
هاله,female
هامان,male
هامر,male
هامرز,male
هامن,male
هامون,male
هامویه,male
هامی,male
هامین,male
هانه,female
هانی,male
هانیا,female
هانیبال,male
هانیه,female
هاوار,male
هاوش,male
هاون,male
هاونی,male
هاووش,male
هایده,female
هایكا,male
هباسپ,male
هبیةلله,male
هجیر,male
هدا,female
هدایت,male
هدایت الله,male
هدسه,female
هدی,female
هدیه,female
هرانوش,female
هرمان,male
هرمزد,male
هرمزدیار,male
هرمس,male
هرمیس,female
هرمینا,female
هزاره,male
هزبر,male
هستنوه,female
هستی,female
هستیار,male
هشام,male
هفال,male
هفدن,female
هفیان,female
هگبه,female
هلاكو,male
هلاله,female
هلبژارده,male
هلبژیر,male
هلبست,male
هلپرین,female
هلدیر,male
هلكو,male
هلكوت,male
هلگر,male
هلگورد,male
هلما,female
هلمت,male
هلموت,male
هلن,female
هلنا,female
هلنسا,female
هلورین,male
هلیا,female
هلیله,female
هلینا,female
هلیوس,male
هلیون,female
هما,female
هماچهر,female
همافر,female
همام,male
همام الدین,male
هماوند,male
همایون,male
همایون بخت,female
همایون چهر,female
همت,male
همتا,both
همدم,female
همراز,female
همساز,female
همگام,female
همگون,male
همنواد,male
هموند,female
همیشه بهار,female
همیلا,female
هنار,female
هناو,female
هنرمند,male
هنگام,male
هنگامه,female
هنی,male
هنیا,female
هوار,male
هوال,male
هوآفرید,female
هوبَر,male
هوبخت,female
هوپاد,female
هوتَخش,male
هوتس,female
هوتسا,female
هوتك,male
هوتن,male
هوتوس,female
هود,male
هوداد,both
هودسا,female
هوده,female
هودین,male
هور,both
هورا,male
هوراد,male
هوراز,male
هورام,both
هورامان,male
هوران,both
هورآفرین,female
هوربانو,female
هورتاش,female
هورتن,female
هورچهر,female
هورخش,female
هورداد,female
هوردخت,female
هوردیس,female
هوررخ,female
هورزاد,female
هورسان,female
هورشاد,female
هورشید,female
هورفَر,female
هورمز,male
هورمزد,male
هورمك,male
هورمهر,female
هورناز,female
هوروَش,female
هوری,female
هوریار,male
هوزاد,female
هوزان,both
هوژین,female
هوسكر,male
هوشبام,female
هوشمند,male
هوشنگ,male
هوشیار,male
هوشیدر,male
هوفر,both
هوكَرپ,male
هوگر,male
هوگون,female
هولان,male
هوم,male
هومَت,male
هوما,female
هومان,both
هومن,male
هومهر,female
هونام,male
هونیا,female
هونیاك,male
هووَرشت,female
هویار,female
هویدا,both
هیبت,male
هیبت الله,male
هیتاسب,male
هیدی,male
هیدیكا,female
هیرا,male
هیراب,male
هیراد,male
هیران,female
هیربد,male
هیرسا,male
هیرش,male
هیرمند,male
هیرو,male
هیرود,male
هیزان,female
هیژا,male
هیژان,female
هیشنگ,male
هیشوی,male
هیلا,female
هیلان,female
هیلدا,female
هیما,female
هیمن,male
هیمو,female
هیمه,male
هینا,female
هینان,female
هیوا,both
هیوان,female
هیئت,male
یادگار,male
یادمهر,female
یار,male
یارا,male
یارات,female
یارتا,male
یارعلی,male
یارگل,female
یارمحمد,male
یارناز,female
یارنوش,female
یارور,male
یاره,male
یاری,female
یارین,female
یاس,female
یاس رخ,female
یاس گل,female
یاسان,male
یاسر,male
یاسما,female
یاسمن,female
یاسمین,female
یاسمینا,female
یاسین,male
یاسینا,female
یاشا,male
یاشار,male
یاشیل,female
یافا,female
یاقوت,male
یامور,female
یامین,female
یاور,male
یحیی,male
یدالله,male
یرحا,female
یرمیا,male
یزداد,male
یزدان,male
یزدان آفرید,male
یزدان بخت,male
یزدان داد,both
یزدان مهر,male
یزدانشاه,male
یزدانیار,male
یزدجرد,male
یزدگرد,male
یزدیار,male
یسرا,female
یسری,female
یسنا,female
یسنی,female
یعقوب,male
یغما,female
یغماناز,female
یكتا,both
یكمال,female
یكیتی,female
یگانه,female
یلان سینه,male
یلدا,female
یلدوز,female
یمنا,female
یمین الدین,male
ینال,male
یوتاب,female
یوحنا,male
یورام,male
یوزارسیف,male
یوسف,male
یوشع,male
یوشیج,male
یوكابد,female
یولدوز,female
یونا,male
یونس,male
یهودا,male
